model,n,mse,mae,rmse,directional_accuracy,ic,ic_t_stat,annualized_return,annualized_volatility,sharpe,max_drawdown,mean_turnover,gross_pnl,net_pnl,tx_cost_bps,mse_ci95,ic_ci95,sharpe_ci95,directional_accuracy_ci95,fold
ridge_weather_electricity,128,6.450216329245111,1.7119766805788679,2.5397276092614955,0.4453125,-0.1152982943481063,-1.3029093596699943,-0.9449566000372444,0.3167226632813842,-2.9835458891608324,-0.524729743353219,0.5234375,-0.41297795557447337,-0.4799779555744733,10.0,"[3.8127237272258423, 9.955302926603226]","[-0.307825272595156, 0.10968577378629328]","[-5.306334208813558, -0.3339337859028917]","[0.3708984375, 0.53125]",fold_2019_2022_to_2023h2
rolling5_mean,128,7.020197178889106,1.8507692804052736,2.649565469825025,0.4140625,-0.14135457077559987,-1.6027947320770377,-0.7099297969710556,0.31968810269776415,-2.220695080549273,-0.3879928356646418,0.8359375,-0.25359926195355204,-0.3605992619535521,10.0,"[4.366394182207706, 10.60342568782038]","[-0.25007407443922236, -0.01076202661185442]","[-4.779777300997399, 0.6487279281584998]","[0.3359375, 0.5041015624999998]",fold_2019_2022_to_2023h2
gradient_boosting_full,128,7.35003827880093,1.9457351228535893,2.711095402010215,0.484375,0.013322575355789665,0.14955881073401908,-0.9623458080547814,0.3181569694405288,-3.0247516178791964,-0.6349469003812526,0.6953125,-0.39981056917068264,-0.4888105691706826,10.0,"[4.546800381345121, 10.945453209530932]","[-0.09655657393899574, 0.1290147789260427]","[-5.571569440690831, -0.34276109450517595]","[0.3984375, 0.5703125]",fold_2019_2022_to_2023h2
previous_pc1_change,128,14.355959196584687,2.8083657079822584,3.7889258631681733,0.4140625,-0.12705862215471317,-1.437883238897569,-0.6648069741007735,0.3214414818624736,-2.0682052927605854,-0.4458746621047345,1.1796875,-0.18667973287658338,-0.33767973287658337,10.0,"[9.849359917039461, 19.921274940771877]","[-0.32756601055459234, 0.05293079578361355]","[-5.194069016409774, 1.0376188962863475]","[0.3359375, 0.4921875]",fold_2019_2022_to_2023h2
ridge_electricity_only,128,4.703492727693966,1.5916867105220458,2.168753726842669,0.5078125,0.013787362743347197,0.15477747458870683,0.22891858331380038,0.2866185457141821,0.7986872682763506,-0.09484541407598622,0.4921875,0.17927610581018436,0.11627610581018433,10.0,"[3.2100942035922637, 6.6797294036525665]","[-0.15284320763561995, 0.1646972112720252]","[-1.966492093706826, 3.3720988289026192]","[0.4296875, 0.59375]",fold_2019_2023_to_2024h2
zero_change,128,4.704114679690477,1.5932806968915711,2.1688971113656996,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,"[3.2136276708405482, 6.6637071222558815]","[nan, nan]","[nan, nan]","[0.0, 0.0]",fold_2019_2023_to_2024h2
ridge_weather_only,128,4.738774060705065,1.6014573935315846,2.1768725412171164,0.5,-0.05173339252123993,-0.5814845384403884,-0.6324860321210838,0.2845099069297002,-2.2230720854207915,-0.4776411540835632,0.9609375,-0.19826274647420133,-0.3212627464742013,10.0,"[3.269475609677003, 6.717146446852724]","[-0.2203772911038308, 0.12486461584145114]","[-4.8352098333249165, 0.436174854855516]","[0.4140625, 0.5859375]",fold_2019_2023_to_2024h2
ridge_weather_electricity,128,4.738856639615645,1.6000664870557972,2.1768915084623868,0.4609375,-0.046309604820416544,-0.5203823249878945,-0.7875664813171549,0.28388347039571077,-2.7742597348811837,-0.5511282778522248,0.9140625,-0.2830337682880787,-0.4000337682880787,10.0,"[3.2691051714846524, 6.7306385978606595]","[-0.20091733288098038, 0.12668707394835482]","[-5.479099023288903, -0.1955379601595894]","[0.375, 0.546875]",fold_2019_2023_to_2024h2
ridge_no_finance,128,4.738856639615645,1.6000664870557972,2.1768915084623868,0.4609375,-0.046309604820416544,-0.5203823249878945,-0.7875664813171549,0.28388347039571077,-2.7742597348811837,-0.5511282778522248,0.9140625,-0.2830337682880787,-0.4000337682880787,10.0,"[3.2691051714846524, 6.7306385978606595]","[-0.20091733288098038, 0.12668707394835482]","[-5.479099023288903, -0.1955379601595894]","[0.375, 0.546875]",fold_2019_2023_to_2024h2
ridge_finance_only,128,4.858921598372064,1.6257824094073736,2.204296168479196,0.5,-0.08183063021923045,-0.9216374876492236,0.24045383748145513,0.28349677244809557,0.848171340382646,-0.1796698125234637,1.0234375,0.25313528253026296,0.12213528253026293,10.0,"[3.347234522151855, 6.921269087715771]","[-0.21739958645587057, 0.07783369242745648]","[-1.6061817629363657, 3.3421843283818853]","[0.421875, 0.5859375]",fold_2019_2023_to_2024h2
ridge_full,128,4.915294795263911,1.636946528086462,2.2170464125191223,0.5,-0.10797664041629072,-1.219162701028585,0.06842891992770954,0.2836426910126462,0.24125042560909365,-0.18110345954697066,1.0078125,0.16375754662994765,0.034757546629947705,10.0,"[3.416741401633608, 6.995291105813867]","[-0.24772210447549217, 0.03139844208315329]","[-2.8930355442898277, 2.918204147608782]","[0.4021484375, 0.5859375]",fold_2019_2023_to_2024h2
linear_full,128,4.924384686345713,1.640598741295059,2.2190954658026123,0.5,-0.10890299036635982,-1.2297471007023137,0.12177971097825592,0.2833986151709037,0.429711736258191,-0.16012168739323618,0.9765625,0.18685636113181245,0.06185636113181253,10.0,"[3.4178085661005557, 7.0156357381755265]","[-0.24700451346526836, 0.028871808121717853]","[-2.59442727552247, 3.0688988464246956]","[0.40625, 0.5859375]",fold_2019_2023_to_2024h2
rolling5_mean,128,4.945854544798202,1.6189691351486855,2.2239277292210287,0.578125,-0.03537700190914762,-0.3973545904383643,-0.4660217851306757,0.28369267048119146,-1.6426994195522318,-0.2996142206802781,1.1171875,-0.0937094781616131,-0.23670947816161306,10.0,"[3.340825523414349, 7.056300350937903]","[-0.18574093713834305, 0.1053999319981684]","[-4.1377566833054615, 1.2681162193751696]","[0.5, 0.65625]",fold_2019_2023_to_2024h2
gradient_boosting_full,128,5.093180303042109,1.706117847659343,2.2568075467443185,0.4765625,0.021547031577881216,0.24192099500203304,0.4951044079847098,0.2809883623292511,1.7620103689723845,-0.12699366840577395,1.0234375,0.3824816040557256,0.2514816040557256,10.0,"[3.6314435244818384, 7.049250803126295]","[-0.10551386823112698, 0.14526388381112415]","[-1.079933326425964, 4.112777344478251]","[0.390625, 0.5666015624999998]",fold_2019_2023_to_2024h2
previous_pc1_change,128,10.067124313500909,2.3159879333239615,3.1728731953075133,0.6015625,-0.06857741250489141,-0.7715960390448106,0.1443923232296344,0.2834088385708129,0.5094841923695206,-0.12024685134085314,1.3984375,0.2523421324340999,0.07334213243410002,10.0,"[6.7983911424723775, 14.455316228605398]","[-0.24762550152131552, 0.12569946330263515]","[-2.107018030958724, 3.110115691994499]","[0.5234375, 0.6875]",fold_2019_2023_to_2024h2
