model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,horizon_days,portfolio_group
ridge_finance_only,27020,386,0.0011196982785556713,0.02256340225393773,0.5049222797927461,0.011677952735059888,0.011547582709146345,1.086056781598931,1.2664009371895835,0.5907683414364752,-0.012926064486398919,0.08711381889479493,-0.14838133203653242,-0.3774757022077344,0.06424451319345253,-0.059398343949404554,0.32031828275351587,,10.0,84.0,buffered,0.15,3,none
rolling_mean_5d,27020,386,0.0011860302143162347,0.023386802445519543,0.49293116210214655,-0.012863273939626359,-0.006816162806456609,-1.1946390707660777,-0.6950474582937627,-0.32423541557627117,-0.016537432301875998,0.08287059504371112,-0.19955730127378862,-0.2193484343378175,0.011292275374712668,-0.0759934389110016,0.2261287934863064,,10.0,84.0,buffered,0.2,3,none
rolling_mean_5d,27020,386,0.0011860302143162347,0.023386802445519543,0.49293116210214655,-0.012863273939626359,-0.006816162806456609,-1.1946390707660777,-0.6950474582937627,-0.32423541557627117,-0.016895837872980983,0.08550022096707269,-0.1976116281557658,-0.2684819650477822,0.025859602155111197,-0.0776403978448888,0.26813471502590674,,10.0,84.0,buffered,0.1,3,none
ridge_finance_only,27020,386,0.0011196982785556713,0.02256340225393773,0.5049222797927461,0.011677952735059888,0.011547582709146345,1.086056781598931,1.2664009371895835,0.5907683414364752,-0.018926274940009785,0.09094339658609897,-0.20811049125586248,-0.35963946228611093,0.13531497468043122,-0.08697073960528305,0.5758697261287935,,10.0,84.0,daily,0.0,3,none
ridge_finance_only,27020,386,0.0011196982785556713,0.02256340225393773,0.5049222797927461,0.011677952735059888,0.011547582709146345,1.086056781598931,1.2664009371895835,0.5907683414364752,-0.02137497236123684,0.08864712673604688,-0.2411242546516182,-0.39168393855749917,0.04184834129241157,-0.09822308727901691,0.3628793486306439,,10.0,84.0,buffered,0.1,3,none
rolling_mean_5d,27020,386,0.0011860302143162347,0.023386802445519543,0.49293116210214655,-0.012863273939626359,-0.006816162806456609,-1.1946390707660777,-0.6950474582937627,-0.32423541557627117,-0.024572417459132547,0.0856096686350844,-0.28702853136686857,-0.2458653290760927,-0.017701823086013868,-0.11291610880029956,0.24666913397483345,,10.0,84.0,buffered,0.15,3,none
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,-0.026293400328932008,0.08531218682389352,-0.308202160884803,-0.3884727375908984,0.1476755651551457,-0.12082443484485424,0.6955958549222798,,10.0,84.0,buffered,0.05,3,none
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,-0.033101709840572265,0.087207042727289,-0.3795761076784456,-0.39246626509851323,0.1796754762087989,-0.1521102380769154,0.8595484826054774,,10.0,84.0,daily,0.0,3,none
rolling_mean_5d,27020,386,0.0011860302143162347,0.023386802445519543,0.49293116210214655,-0.012863273939626359,-0.006816162806456609,-1.1946390707660777,-0.6950474582937627,-0.32423541557627117,-0.03374197608277323,0.08553252263553308,-0.3944929372252103,-0.28820095334936535,-0.035623842475600825,-0.15505241390417224,0.30940044411546996,,10.0,84.0,buffered,0.05,3,none
rolling_mean_5d,27020,386,0.0011860302143162347,0.023386802445519543,0.49293116210214655,-0.012863273939626359,-0.006816162806456609,-1.1946390707660777,-0.6950474582937627,-0.32423541557627117,-0.03384728424375032,0.08485338641745344,-0.3988913780910492,-0.2662328628312823,-0.007322044262947865,-0.1555363299772336,0.3839748334566987,,10.0,84.0,daily,0.0,3,none
ridge_price_only,27020,386,0.0011211060770130172,0.022570919173867984,0.5028867505551443,-0.012542587857663866,-0.003652074901324426,-1.6850166601395498,-0.4839894394545394,-0.2257781323613501,-0.043305921839849784,0.06479037308770116,-0.6684005628618666,-0.3555141186802555,-0.11500102178788119,-0.19900102178788115,0.21761658031088082,,10.0,84.0,buffered,0.1,3,none
ridge_finance_only,27020,386,0.0011196982785556713,0.02256340225393773,0.5049222797927461,0.011677952735059888,0.011547582709146345,1.086056781598931,1.2664009371895835,0.5907683414364752,-0.046937467906778246,0.08393135476907923,-0.5592363906899578,-0.4706976514037261,-0.11061741204781442,-0.2156888406192429,0.27220577350111025,,10.0,84.0,buffered,0.2,3,none
ridge_price_only,27020,386,0.0011211060770130172,0.022570919173867984,0.5028867505551443,-0.012542587857663866,-0.003652074901324426,-1.6850166601395498,-0.4839894394545394,-0.2257781323613501,-0.05459561204598463,0.06628199286651455,-0.823686942484286,-0.40771988938635484,-0.08902269344940564,-0.2508798363065484,0.4193190229459659,,10.0,84.0,daily,0.0,3,none
ridge_price_only,27020,386,0.0011211060770130172,0.022570919173867984,0.5028867505551443,-0.012542587857663866,-0.003652074901324426,-1.6850166601395498,-0.4839894394545394,-0.2257781323613501,-0.060150311952497384,0.06438564318065236,-0.934219322523943,-0.40970412642473664,-0.15997643349599994,-0.2764050049245713,0.3016284233900814,,10.0,84.0,buffered,0.05,3,none
ridge_price_only,27020,386,0.0011211060770130172,0.022570919173867984,0.5028867505551443,-0.012542587857663866,-0.003652074901324426,-1.6850166601395498,-0.4839894394545394,-0.2257781323613501,-0.06443913915845992,0.0651566802126792,-0.988987452217069,-0.42316497538721654,-0.22182747279958953,-0.2961131870853039,0.1924500370096225,,10.0,84.0,buffered,0.15,3,none
ridge_price_only,27020,386,0.0011211060770130172,0.022570919173867984,0.5028867505551443,-0.012542587857663866,-0.003652074901324426,-1.6850166601395498,-0.4839894394545394,-0.2257781323613501,-0.07016718277356104,0.06367515136521666,-1.1019554923569561,-0.45651390586841634,-0.2543634827451734,-0.32243491131660196,0.17635085122131755,,10.0,84.0,buffered,0.2,3,none
elasticnet_full,27020,386,0.0011224591159745766,0.02260651370153706,0.4891931902294597,-0.018193072395399433,-0.013795813868716589,-1.6289519182028378,-1.4215800397646547,-0.6631584497834588,-0.09207376903919007,0.08600432771924706,-1.070571347755384,-0.7403999575063541,-0.35831517677532576,-0.42310089106104004,0.1678386380458919,,10.0,84.0,buffered,0.1,3,none
elasticnet_full,27020,386,0.0011224591159745766,0.02260651370153706,0.4891931902294597,-0.018193072395399433,-0.013795813868716589,-1.6289519182028378,-1.4215800397646547,-0.6631584497834588,-0.09399360721060813,0.08526097949992709,-1.1024223245135074,-0.7440775947008976,-0.37878014742017546,-0.43192300456303256,0.1376757957068838,,10.0,84.0,buffered,0.15,3,none
elasticnet_full,27020,386,0.0011224591159745766,0.02260651370153706,0.4891931902294597,-0.018193072395399433,-0.013795813868716589,-1.6289519182028378,-1.4215800397646547,-0.6631584497834588,-0.09711053068774515,0.0874401237944882,-1.1105946157622721,-0.7600382945539406,-0.30917458149368604,-0.4462460100651146,0.35510732790525534,,10.0,84.0,daily,0.0,3,none
elasticnet_full,27020,386,0.0011224591159745766,0.02260651370153706,0.4891931902294597,-0.018193072395399433,-0.013795813868716589,-1.6289519182028378,-1.4215800397646547,-0.6631584497834588,-0.10830483622956116,0.08477586761847693,-1.2775432357351195,-0.7967985364618517,-0.45211508076917395,-0.4976865093406025,0.11806069578090302,,10.0,84.0,buffered,0.2,3,none
ridge_full,27020,386,0.0011278689380497075,0.022686017362325138,0.48645447816432275,-0.030616130681017643,-0.030662154727739515,-3.1196845567974028,-3.730588266133099,-1.740296755825833,-0.12161450263600247,0.07854475055359914,-1.5483466658031133,-0.7526848404180191,-0.5197761668749636,-0.5588475954463923,0.10122131754256106,,10.0,84.0,buffered,0.15,3,none
elasticnet_full,27020,386,0.0011224591159745766,0.02260651370153706,0.4891931902294597,-0.018193072395399433,-0.013795813868716589,-1.6289519182028378,-1.4215800397646547,-0.6631584497834588,-0.12216183440593925,0.08787800020633041,-1.3901298859681965,-0.8454916518534573,-0.4725770009606256,-0.5613627152463398,0.23001480384900072,,10.0,84.0,buffered,0.05,3,none
ridge_full,27020,386,0.0011278689380497075,0.022686017362325138,0.48645447816432275,-0.030616130681017643,-0.030662154727739515,-3.1196845567974028,-3.730588266133099,-1.740296755825833,-0.1231154442103025,0.07678843764272103,-1.6033070601479142,-0.7233765511584389,-0.4457447793473424,-0.5657447793473425,0.310880829015544,,10.0,84.0,daily,0.0,3,none
ridge_full,27020,386,0.0011278689380497075,0.022686017362325138,0.48645447816432275,-0.030616130681017643,-0.030662154727739515,-3.1196845567974028,-3.730588266133099,-1.740296755825833,-0.12637535814938766,0.07382009553939636,-1.7119370711453976,-0.7503785825966616,-0.5307248600674243,-0.5807248600674242,0.12953367875647667,,10.0,84.0,buffered,0.1,3,none
ridge_full,27020,386,0.0011278689380497075,0.022686017362325138,0.48645447816432275,-0.030616130681017643,-0.030662154727739515,-3.1196845567974028,-3.730588266133099,-1.740296755825833,-0.13126938223201207,0.07759061159596241,-1.6918204346109693,-0.8031001247439142,-0.5722140659709124,-0.6032140659709125,0.08031088082901554,,10.0,84.0,buffered,0.2,3,none
ridge_full,27020,386,0.0011278689380497075,0.022686017362325138,0.48645447816432275,-0.030616130681017643,-0.030662154727739515,-3.1196845567974028,-3.730588266133099,-1.740296755825833,-0.1374472106908016,0.07369195703554433,-1.865158915843499,-0.7707580058915096,-0.5594598015077311,-0.6316026586505883,0.1868985936343449,,10.0,84.0,buffered,0.05,3,none
country_sector_dummy,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.14045911036755587,0.09614423177292589,-1.4609208246553278,-0.8408698386664886,-0.6442287690699591,-0.6454430547842448,0.003145817912657291,,10.0,84.0,buffered,0.2,3,none
ridge_country_features_only,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.14045911036755587,0.09614423177292589,-1.4609208246553278,-0.8408698386664886,-0.6442287690699591,-0.6454430547842448,0.003145817912657291,,10.0,84.0,buffered,0.2,3,none
country_sector_dummy,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.1442305585544102,0.09682893141631709,-1.489539917922767,-0.8580089759766034,-0.6614880428809802,-0.6627737571666945,0.003330866025166543,,10.0,84.0,buffered,0.15,3,none
ridge_country_features_only,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.1442305585544102,0.09682893141631709,-1.489539917922767,-0.8580089759766034,-0.6614880428809802,-0.6627737571666945,0.003330866025166543,,10.0,84.0,buffered,0.15,3,none
country_sector_dummy,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.14861385675276997,0.08816839167248364,-1.6855684212185835,-0.8385573070295607,-0.6812731988877287,-0.6829160560305858,0.0042561065877128055,,10.0,84.0,buffered,0.1,3,none
ridge_country_features_only,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.14861385675276997,0.08816839167248364,-1.6855684212185835,-0.8385573070295607,-0.6812731988877287,-0.6829160560305858,0.0042561065877128055,,10.0,84.0,buffered,0.1,3,none
country_sector_dummy,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.16613786559688457,0.08258844785437842,-2.0116356453365256,-0.9417154043667233,-0.7610859061952076,-0.7634430490523504,0.00610658771280533,,10.0,84.0,daily,0.0,3,none
ridge_country_features_only,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.16613786559688457,0.08258844785437842,-2.0116356453365256,-0.9417154043667233,-0.7610859061952076,-0.7634430490523504,0.00610658771280533,,10.0,84.0,daily,0.0,3,none
country_sector_dummy,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.17002192894484744,0.08770580439005655,-1.9385481967499438,-0.9345146146602279,-0.7794341020560847,-0.7812912449132274,0.0048112509252405625,,10.0,84.0,buffered,0.05,3,none
ridge_country_features_only,27020,386,0.0011262833212058966,0.022659943714260767,0.48019985196151,-0.044479674251397296,-0.04639042830024844,-4.509071262216094,-4.960095497536833,-2.3138544077117142,-0.17002192894484744,0.08770580439005655,-1.9385481967499438,-0.9345146146602279,-0.7794341020560847,-0.7812912449132274,0.0048112509252405625,,10.0,84.0,buffered,0.05,3,none
rolling_momentum_21d,27020,386,0.010345072091130409,0.07223157542454081,0.4902294596595115,0.01419388092138748,0.011154024619635937,1.318783373536849,1.1058593763129918,0.39959635719890063,0.06698676939541114,0.0927013289678423,0.7226085121028694,-0.27709185782067053,0.5476050195759662,0.5130335910045377,0.08956328645447816,,10.0,50.4,buffered,0.15,5,none
rolling_momentum_21d,27020,386,0.010345072091130409,0.07223157542454081,0.4902294596595115,0.01419388092138748,0.011154024619635937,1.318783373536849,1.1058593763129918,0.39959635719890063,0.063609867419838,0.0913753150379746,0.6961384198062949,-0.3410514337584617,0.5190993814297116,0.4871708100011402,0.08271650629163581,,10.0,50.4,buffered,0.2,5,none
rolling_momentum_21d,27020,386,0.010345072091130409,0.07223157542454081,0.4902294596595115,0.01419388092138748,0.011154024619635937,1.318783373536849,1.1058593763129918,0.39959635719890063,0.0494811930949324,0.09179939914697226,0.5390143460058192,-0.34994986949947365,0.41739167727468063,0.37896310584610926,0.09955588452997777,,10.0,50.4,buffered,0.1,5,none
rolling_momentum_21d,27020,386,0.010345072091130409,0.07223157542454081,0.4902294596595115,0.01419388092138748,0.011154024619635937,1.318783373536849,1.1058593763129918,0.39959635719890063,0.04473718389389109,0.08842127034407411,0.5059550006441332,-0.3393660088084693,0.3882014480762294,0.3426300195048008,0.11806069578090302,,10.0,50.4,buffered,0.05,5,none
rolling_momentum_21d,27020,386,0.010345072091130409,0.07223157542454081,0.4902294596595115,0.01419388092138748,0.011154024619635937,1.318783373536849,1.1058593763129918,0.39959635719890063,0.03505510333989992,0.09046900287075066,0.3874819244993968,-0.347418911956791,0.33554900573812235,0.2684775771666938,0.17376017764618798,,10.0,50.4,daily,0.0,5,none
ridge_wind_weather_only,27020,386,0.001867282145427471,0.02943178514514448,0.5043671354552184,0.011364945104933931,0.005518856628317208,1.5402767401718844,0.7104763083839278,0.2567268052226443,0.03232389911418086,0.0687079320456575,0.4704536747329424,-0.20194825139170744,0.3582028781363851,0.24756002099352803,0.286639526276832,,10.0,50.4,buffered,0.1,5,none
ridge_wind_weather_only,27020,386,0.001867282145427471,0.02943178514514448,0.5043671354552184,0.011364945104933931,0.005518856628317208,1.5402767401718844,0.7104763083839278,0.2567268052226443,0.028093857658750547,0.06394001681114866,0.43937832768683394,-0.19924136525524155,0.3167347034975735,0.21516327492614507,0.2631384159881569,,10.0,50.4,buffered,0.15,5,none
ridge_wind_weather_only,27020,386,0.001867282145427471,0.02943178514514448,0.5043671354552184,0.011364945104933931,0.005518856628317208,1.5402767401718844,0.7104763083839278,0.2567268052226443,0.014801878672562278,0.06802731876421254,0.21758727142938897,-0.3076290467183247,0.2510778803097031,0.11336359459541745,0.35677276091783866,,10.0,50.4,buffered,0.05,5,none
ridge_wind_weather_only,27020,386,0.001867282145427471,0.02943178514514448,0.5043671354552184,0.011364945104933931,0.005518856628317208,1.5402767401718844,0.7104763083839278,0.2567268052226443,0.011363338177238624,0.06507517034496563,0.1746186466666348,-0.2695277016840151,0.18274302651615293,0.08702874080186723,0.24796447076239825,,10.0,50.4,buffered,0.2,5,none
ridge_wind_weather_only,27020,386,0.001867282145427471,0.02943178514514448,0.5043671354552184,0.011364945104933931,0.005518856628317208,1.5402767401718844,0.7104763083839278,0.2567268052226443,0.005275879813150203,0.06739700242948178,0.0782806300424179,-0.28821711454239857,0.22419225412452337,0.0404065398388091,0.47612879348630643,,10.0,50.4,daily,0.0,5,none
zero_score,27020,386,0.0018676384614270461,0.029423465812117376,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,daily,0.0,5,none
zero_score,27020,386,0.0018676384614270461,0.029423465812117376,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.05,5,none
zero_score,27020,386,0.0018676384614270461,0.029423465812117376,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.1,5,none
zero_score,27020,386,0.0018676384614270461,0.029423465812117376,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.15,5,none
zero_score,27020,386,0.0018676384614270461,0.029423465812117376,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,50.4,buffered,0.2,5,none
rolling_mean_5d,27020,386,0.0019359795135930453,0.03008660613733211,0.49233900814211695,-0.017437118331435977,-0.006555924936150986,-1.6730616680516273,-0.6821681171492453,-0.24649779207814895,-0.010687456275781274,0.08137514342929691,-0.13133563672384937,-0.41081759404593393,0.005219084871992491,-0.08185234369943595,0.22557364914877867,,10.0,50.4,buffered,0.2,5,none
lagged_return_reversal,27020,386,0.0019492945315682326,0.0301404042913765,0.5037749814951887,0.012164388493229652,0.005503566804554024,1.1618770888645946,0.5578112128201854,0.20156209136717534,-0.018807055531739482,0.08875385896098509,-0.2119012711324112,-0.6632900186886196,0.057676122316439704,-0.14403816339784603,0.5225758697261288,,10.0,50.4,buffered,0.15,5,none
rolling_mean_5d,27020,386,0.0019359795135930453,0.03008660613733211,0.49233900814211695,-0.017437118331435977,-0.006555924936150986,-1.6730616680516273,-0.6821681171492453,-0.24649779207814895,-0.019582000586940027,0.08361658006995817,-0.23418801116425306,-0.4950398622369618,-0.046830401320612114,-0.14997325846346923,0.26720947446336046,,10.0,50.4,buffered,0.1,5,none
rolling_mean_5d,27020,386,0.0019359795135930453,0.03008660613733211,0.49233900814211695,-0.017437118331435977,-0.006555924936150986,-1.6730616680516273,-0.6821681171492453,-0.24649779207814895,-0.02070006689951833,0.0840656236367044,-0.24623699919214478,-0.5071416992857889,-0.06353622665107295,-0.15853622665107292,0.24611398963730566,,10.0,50.4,buffered,0.15,5,none
lagged_return_reversal,27020,386,0.0019492945315682326,0.0301404042913765,0.5037749814951887,0.012164388493229652,0.005503566804554024,1.1618770888645946,0.5578112128201854,0.20156209136717534,-0.027702007879196414,0.08563005363141211,-0.32350800571067667,-0.6894898445745701,-0.02966220320178209,-0.21216220320178206,0.4727979274611399,,10.0,50.4,buffered,0.2,5,none
lagged_return_reversal,27020,386,0.0019492945315682326,0.0301404042913765,0.5037749814951887,0.012164388493229652,0.005503566804554024,1.1618770888645946,0.5578112128201854,0.20156209136717534,-0.027736007270299987,0.08966978302388977,-0.3093127510179274,-0.6937508651761513,0.013363118921908751,-0.21242259536380548,0.5849370836417468,,10.0,50.4,buffered,0.1,5,none
ridge_finance_only,27020,386,0.0018675671109331278,0.029424793201531727,0.5013323464100666,0.008499068719747229,0.0038305481517841586,0.886404723249752,0.4271470819140345,0.1543473081451535,-0.028290125883857476,0.08083286507000213,-0.3499829662026445,-0.6155740598422603,-0.10802358315811486,-0.21666644030097196,0.2814581791265729,,10.0,50.4,buffered,0.1,5,none
ridge_finance_only,27020,386,0.0018675671109331278,0.029424793201531727,0.5013323464100666,0.008499068719747229,0.0038305481517841586,0.886404723249752,0.4271470819140345,0.1543473081451535,-0.02918822322604896,0.08314681979917453,-0.35104437303251784,-0.634023275082526,-0.036616154072517726,-0.22354472550108925,0.48427091043671344,,10.0,50.4,daily,0.0,5,none
ridge_finance_only,27020,386,0.0018675671109331278,0.029424793201531727,0.5013323464100666,0.008499068719747229,0.0038305481517841586,0.886404723249752,0.4271470819140345,0.1543473081451535,-0.030997766702953837,0.08073298783714597,-0.38395416215094536,-0.6210730191026268,-0.14533210212976558,-0.23740353070119408,0.23852701702442636,,10.0,50.4,buffered,0.15,5,none
ridge_finance_only,27020,386,0.0018675671109331278,0.029424793201531727,0.5013323464100666,0.008499068719747229,0.0038305481517841586,0.886404723249752,0.4271470819140345,0.1543473081451535,-0.03260716742001732,0.08053012589560546,-0.40490645031757855,-0.6724103390411086,-0.17001521079616444,-0.2497294965104501,0.20651369356032567,,10.0,50.4,buffered,0.2,5,none
rolling_mean_5d,27020,386,0.0019359795135930453,0.03008660613733211,0.49233900814211695,-0.017437118331435977,-0.006555924936150986,-1.6730616680516273,-0.6821681171492453,-0.24649779207814895,-0.03350869227313384,0.08478137099463115,-0.39523649924528603,-0.5232850138425844,-0.10849117494900132,-0.2566340320918584,0.3837897853441895,,10.0,50.4,daily,0.0,5,none
ridge_price_only,27020,386,0.0018694612013871604,0.02943468906202361,0.49944485566247226,-0.013380578711378408,-0.007077966209180753,-1.7962864205619615,-0.9136410491658924,-0.33013929515278745,-0.033767813930329973,0.06571950651299124,-0.5138172168662716,-0.6096599211088195,-0.1384042892283208,-0.25861857494260654,0.31143597335307177,,10.0,50.4,buffered,0.05,5,none
